age,turnover,travel,department,distance,education,career,employee,id,satisfaction_environment,sex,implicatio,job_level,job,satisfation_job,civil_Status,monthly_salary,num_previous_companies,Older,Extra hours,salary_increase,assessment,satisfaction_colleagues,fortnight_hours,action_level,years_experience,num_formations_last_year,conciliation,years_company,years_in_position,years_since_last_promotion,years_with_current_manager
45,No,Travel_Rarely,Research & Development,25,Secondary,Life Sciences,1,1888,Medium,2,Medium,2,Manufacturing Director,Medium,Married,5906,0,Y,No,13,High,Very_High,80,2,10,2,Medium,9,NA,3,8
36,No,Travel_Frequently,Human Resources,2,#N/D,Human Resources,1,1890,Medium,NA,Medium,2,Human Resources,Medium,Single,3886,1,Y,No,21,Very_High,Very_High,80,0,10,2,#N/D,10,NA,0,8
40,No,Travel_Rarely,Research & Development,1,University,Life Sciences,1,1892,Low,3,High,4,Manager,High,Divorced,16823,2,Y,No,11,High,Low,80,1,22,3,High,19,NA,11,16
26,No,Travel_Rarely,Research & Development,1,Secondary,Life Sciences,1,1893,Medium,2,Medium,1,Research Scientist,Medium,Married,2933,1,Y,Yes,13,High,High,80,1,1,3,#N/D,1,NA,1,0
27,No,Travel_Rarely,Sales,2,Master,Medical,1,1898,Low,NA,Very_High,2,Sales Executive,#N/D,Single,6500,0,Y,No,14,High,Medium,80,0,9,5,Very_High,8,NA,0,7
48,No,Travel_Frequently,Research & Development,22,University,Medical,1,1900,Very_High,3,High,4,Manager,High,Divorced,17174,3,Y,No,11,High,Medium,80,1,24,3,#N/D,22,NA,4,7
44,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,1903,Medium,4,Very_High,2,Healthcare Representative,Very_High,Married,5033,2,Y,No,15,High,Very_High,80,1,10,5,#N/D,2,4,2,2
34,Yes,Non-Travel,Research & Development,16,Primaria,Technical Degree,1,1905,Very_High,1,Low,1,Research Scientist,Low,Married,2307,1,Y,Yes,23,Very_High,Medium,80,1,5,2,#N/D,5,1,3,0
56,Yes,Travel_Rarely,Research & Development,24,#N/D,Life Sciences,1,1907,Low,NA,#N/D,1,Laboratory Technician,#N/D,Single,2587,1,Y,No,16,High,Very_High,80,0,5,3,#N/D,4,NA,1,0
36,No,Travel_Rarely,Sales,17,Secondary,Marketing,1,1908,High,2,Medium,2,Sales Executive,Medium,Married,5507,2,Y,No,16,High,High,80,2,12,1,#N/D,4,NA,1,3
41,No,Travel_Rarely,Sales,8,University,Marketing,1,1909,High,3,High,2,Sales Executive,High,Married,4393,5,Y,No,21,Very_High,High,80,1,14,3,#N/D,5,NA,1,4
42,No,Travel_Rarely,Research & Development,6,University,Medical,1,1911,High,3,High,3,Research Director,High,Married,13348,9,Y,No,13,High,Medium,80,1,18,3,High,13,NA,5,7
31,No,Travel_Rarely,Sales,10,University,Medical,1,1912,High,3,High,2,Sales Executive,High,Divorced,6583,2,Y,Yes,11,High,Very_High,80,1,8,2,#N/D,5,NA,1,4
34,No,Travel_Rarely,Sales,3,Secondary,Medical,1,1915,Very_High,2,Medium,2,Sales Executive,Medium,Married,8103,3,Y,Yes,12,High,High,80,0,9,3,Medium,4,NA,0,1
31,No,Travel_Rarely,Research & Development,4,Master,Medical,1,1916,Low,NA,Very_High,1,Laboratory Technician,Very_High,Divorced,3978,8,Y,No,12,High,Medium,80,1,4,0,#N/D,2,NA,2,2
26,No,Travel_Frequently,Research & Development,6,Master,Other,1,1918,High,4,Very_High,1,Laboratory Technician,Very_High,Married,2544,0,Y,No,18,High,Low,80,1,8,3,#N/D,7,NA,7,7
45,No,Travel_Frequently,Research & Development,1,University,Medical,1,1922,Medium,3,High,2,Healthcare Representative,High,Single,5399,4,Y,No,12,High,High,80,0,12,3,#N/D,4,NA,0,3
33,No,Travel_Rarely,Sales,10,University,Marketing,1,1924,Medium,3,High,2,Sales Executive,High,Single,5487,1,Y,No,14,High,Medium,80,0,10,2,High,10,NA,0,9
28,No,Travel_Frequently,Sales,1,Secondary,Life Sciences,1,1927,High,NA,Medium,2,Sales Executive,Medium,Married,6834,1,Y,Yes,12,High,High,80,1,7,2,#N/D,7,NA,0,7
29,Yes,Travel_Frequently,Sales,24,#N/D,Technical Degree,1,1928,High,NA,Very_High,1,Sales Representative,Very_High,Single,1091,1,Y,No,17,High,Very_High,80,0,1,3,#N/D,1,NA,0,0
39,No,Non-Travel,Sales,21,Primaria,Life Sciences,1,1929,Low,1,Low,2,Sales Executive,Low,Married,5736,6,Y,No,19,High,High,80,1,10,1,#N/D,3,NA,1,2
27,No,Travel_Rarely,Research & Development,2,University,Technical Degree,1,1931,Medium,3,High,1,Research Scientist,High,Married,2226,1,Y,No,11,High,High,80,1,6,3,#N/D,5,NA,1,2
34,No,Travel_Frequently,Research & Development,22,Secondary,Other,1,1932,High,2,Medium,2,Research Scientist,Medium,Married,5747,1,Y,Yes,15,High,Medium,80,0,16,3,Medium,15,NA,6,11
28,Yes,Travel_Rarely,Sales,13,University,Marketing,1,1933,Very_High,3,High,2,Sales Executive,High,Single,9854,3,Y,Yes,11,High,Very_High,80,0,6,0,#N/D,2,NA,2,2
47,No,Non-Travel,Research & Development,14,University,Technical Degree,1,1934,High,3,High,2,Research Scientist,High,Married,5467,8,Y,No,18,High,High,80,1,16,4,#N/D,8,3,1,7
56,No,Travel_Rarely,Sales,11,Secondary,Marketing,1,1935,Very_High,2,Medium,2,Sales Executive,Medium,Married,5380,4,Y,No,16,High,High,80,1,6,3,#N/D,0,2,0,0
39,No,Travel_Rarely,Research & Development,9,University,Medical,1,1936,Low,3,High,2,Manufacturing Director,High,Married,5151,1,Y,No,25,Very_High,Very_High,80,1,10,3,#N/D,10,NA,7,9
38,No,Travel_Frequently,Research & Development,8,Secondary,Medical,1,1937,Very_High,2,Medium,2,Research Scientist,#N/D,Divorced,2133,1,Y,Yes,16,High,High,80,1,20,3,#N/D,20,2,0,7
58,No,Travel_Rarely,Sales,21,University,Life Sciences,1,1938,Very_High,NA,High,4,Manager,High,Married,17875,4,Y,Yes,13,High,High,80,1,29,2,#N/D,1,NA,0,0
32,Yes,Travel_Frequently,Research & Development,5,Master,Life Sciences,1,1939,Low,4,Very_High,1,Research Scientist,Very_High,Single,2432,3,Y,Yes,14,High,Low,80,0,8,2,Very_High,4,NA,0,3
38,No,Travel_Rarely,Research & Development,9,University,Life Sciences,1,1940,Medium,3,High,1,Research Scientist,High,Divorced,4771,2,Y,No,19,High,Very_High,80,2,10,0,#N/D,5,3,0,3
49,No,Travel_Frequently,Research & Development,2,University,Life Sciences,1,1941,Medium,3,High,5,Research Director,High,Married,19161,3,Y,No,15,High,Very_High,80,0,28,3,#N/D,5,NA,4,3
42,No,Travel_Rarely,Sales,12,University,Marketing,1,1943,Medium,3,High,2,Sales Executive,High,Divorced,5087,3,Y,Yes,12,High,High,80,2,14,4,#N/D,0,NA,0,0
27,Yes,Travel_Frequently,Human Resources,22,Secondary,Human Resources,1,1944,Low,2,Medium,1,Human Resources,Medium,Married,2863,1,Y,No,12,High,Low,80,0,1,2,#N/D,1,NA,0,0
35,No,Travel_Rarely,Sales,18,University,Medical,1,1945,Medium,3,High,2,Sales Executive,High,Married,5561,0,Y,No,16,High,Very_High,80,1,6,2,High,5,NA,0,4
28,No,Non-Travel,Research & Development,16,University,Medical,1,1947,High,3,High,1,Research Scientist,High,Single,2144,1,Y,No,14,High,High,80,0,5,3,#N/D,5,NA,1,4
31,No,Non-Travel,Research & Development,3,University,Medical,1,1948,High,3,High,1,Research Scientist,High,Divorced,3065,1,Y,Yes,13,High,Very_High,80,1,4,3,High,4,NA,2,3
36,No,Non-Travel,Research & Development,9,#N/D,Life Sciences,1,1949,Low,4,Very_High,1,Laboratory Technician,Very_High,Married,2810,1,Y,No,22,Very_High,Medium,80,0,5,3,#N/D,5,NA,0,2
34,No,Travel_Rarely,Sales,1,University,Marketing,1,1950,Low,NA,High,3,Sales Executive,High,Single,9888,1,Y,No,21,Very_High,Low,80,0,14,3,#N/D,14,NA,2,1
34,No,Travel_Rarely,Sales,13,University,Medical,1,1951,Very_High,3,High,3,Sales Executive,High,Divorced,8628,1,Y,No,18,High,High,80,1,9,2,#N/D,8,NA,1,1
26,No,Travel_Rarely,Research & Development,1,University,Medical,1,1952,High,3,High,1,Laboratory Technician,High,Single,2867,0,Y,No,13,High,Very_High,80,0,8,6,#N/D,7,NA,7,6
29,No,Travel_Rarely,Research & Development,1,University,Life Sciences,1,1954,Low,3,High,2,Healthcare Representative,High,Married,5373,0,Y,No,12,High,Low,80,1,6,5,#N/D,5,NA,0,2
32,No,Non-Travel,Research & Development,15,University,Medical,1,1955,High,3,High,2,Healthcare Representative,High,Divorced,6667,5,Y,No,18,High,Medium,80,1,9,6,#N/D,5,3,1,2
31,No,Travel_Frequently,Research & Development,1,Primaria,Life Sciences,1,1956,Very_High,NA,Low,2,Research Scientist,#N/D,Married,5003,1,Y,No,21,Very_High,Medium,80,0,10,6,#N/D,10,1,8,7
28,Yes,Travel_Rarely,Research & Development,17,Secondary,Technical Degree,1,1960,High,2,Medium,1,Laboratory Technician,Medium,Divorced,2367,5,Y,No,12,High,Low,80,1,6,2,#N/D,4,NA,0,3
38,No,Travel_Rarely,Sales,1,Secondary,Life Sciences,1,1961,Low,2,Medium,1,Sales Representative,Medium,Single,2858,4,Y,No,14,High,Low,80,0,20,3,#N/D,1,NA,0,0
35,No,Travel_Rarely,Sales,7,University,Life Sciences,1,1962,High,3,High,2,Sales Executive,High,Married,5204,1,Y,Yes,11,High,Very_High,80,0,10,2,#N/D,10,NA,0,9
27,No,Travel_Rarely,Sales,9,University,Marketing,1,1965,Very_High,3,High,2,Sales Executive,High,Single,4105,1,Y,No,14,High,Low,80,0,7,5,#N/D,7,NA,0,7
32,No,Travel_Rarely,Research & Development,5,Secondary,Life Sciences,1,1966,Very_High,2,Medium,2,Manufacturing Director,Medium,Single,9679,8,Y,No,24,Very_High,Medium,80,0,8,1,Medium,1,NA,0,0
31,Yes,Travel_Frequently,Sales,26,University,Marketing,1,1967,Low,NA,High,2,Sales Executive,High,Married,5617,1,Y,Yes,11,High,High,80,0,10,4,#N/D,10,NA,0,8
53,Yes,Travel_Rarely,Sales,24,University,Life Sciences,1,1968,Low,3,High,3,Sales Executive,High,Single,10448,6,Y,Yes,13,High,Medium,80,0,15,2,#N/D,2,NA,2,2
54,No,Travel_Rarely,Research & Development,9,#N/D,Life Sciences,1,1969,Low,3,High,2,Research Scientist,High,Married,2897,3,Y,No,11,High,High,80,2,9,6,High,4,3,2,3
33,No,Travel_Frequently,Research & Development,7,University,Life Sciences,1,1970,Very_High,3,High,2,Healthcare Representative,High,Divorced,5968,1,Y,No,20,Very_High,High,80,3,9,2,#N/D,9,3,2,8
43,No,Travel_Rarely,Research & Development,11,University,Life Sciences,1,1971,Low,3,High,3,Healthcare Representative,High,Married,7510,1,Y,No,17,High,Medium,80,1,10,1,High,10,NA,0,9
38,No,Travel_Frequently,Human Resources,1,University,Other,1,1972,Very_High,3,High,1,Human Resources,High,Married,2991,0,Y,Yes,11,High,Medium,80,1,7,2,High,6,NA,1,2
55,No,Travel_Rarely,Human Resources,26,Master,Human Resources,1,1973,High,4,Very_High,5,Manager,Very_High,Married,19636,4,Y,Yes,18,High,Low,80,1,35,0,Very_High,10,NA,1,4
31,No,Travel_Rarely,Research & Development,2,Primaria,Medical,1,1974,Very_High,1,Low,1,Laboratory Technician,Low,Divorced,1129,1,Y,Yes,11,High,High,80,3,1,4,#N/D,1,NA,0,0
39,No,Travel_Rarely,Sales,15,#N/D,Marketing,1,1975,Medium,3,High,4,Sales Executive,High,Single,13341,0,Y,No,12,High,Low,80,0,21,3,#N/D,20,NA,11,10
42,No,Non-Travel,Research & Development,23,Secondary,Life Sciences,1,1976,Very_High,2,Medium,2,Research Scientist,Medium,Single,4332,1,Y,No,12,High,Very_High,80,0,20,2,Medium,20,NA,3,7
31,No,Non-Travel,Research & Development,10,University,Medical,1,1979,High,3,High,3,Research Director,High,Married,11031,4,Y,No,20,Very_High,High,80,1,13,2,#N/D,11,3,4,8
54,No,Travel_Rarely,Research & Development,10,University,Medical,1,1980,High,3,High,2,Manufacturing Director,#N/D,Single,4440,6,Y,Yes,19,High,Very_High,80,0,9,3,#N/D,5,NA,1,4
24,No,Travel_Rarely,Research & Development,1,Secondary,Life Sciences,1,1981,Medium,2,Medium,2,Healthcare Representative,Medium,Single,4617,1,Y,No,12,High,Medium,80,0,4,2,#N/D,4,2,1,2
23,No,Travel_Rarely,Research & Development,12,University,Other,1,1982,Very_High,3,High,1,Laboratory Technician,High,Single,2647,1,Y,No,13,High,High,80,0,5,6,High,5,NA,1,4
40,No,Travel_Frequently,Research & Development,11,University,Technical Degree,1,1985,Very_High,3,High,2,Laboratory Technician,High,Married,6323,1,Y,No,11,High,Low,80,1,10,2,High,10,NA,9,4
40,No,Travel_Rarely,Sales,2,#N/D,Marketing,1,1986,Medium,NA,#N/D,2,Sales Executive,#N/D,Married,5677,3,Y,No,14,High,High,80,1,15,4,#N/D,11,NA,5,10
25,No,Travel_Rarely,Human Resources,2,University,Human Resources,1,1987,High,3,High,1,Human Resources,#N/D,Married,2187,4,Y,No,14,High,High,80,0,6,3,#N/D,2,NA,1,2
30,No,Travel_Rarely,Research & Development,1,University,Medical,1,1989,Very_High,3,High,1,Laboratory Technician,High,Married,3748,1,Y,No,13,High,High,80,0,12,6,High,12,NA,1,7
25,No,Travel_Rarely,Research & Development,2,University,Other,1,1992,Very_High,3,High,1,Laboratory Technician,High,Divorced,3977,6,Y,Yes,19,High,High,80,1,7,2,#N/D,2,NA,0,2
47,No,Travel_Rarely,Research & Development,25,University,Medical,1,1993,Low,3,High,3,Healthcare Representative,High,Single,8633,2,Y,No,23,Very_High,Medium,80,0,25,3,#N/D,17,NA,12,11
33,No,Non-Travel,Research & Development,1,Secondary,Medical,1,1994,Medium,2,Medium,1,Laboratory Technician,Medium,Divorced,2008,1,Y,No,12,High,High,80,3,1,2,#N/D,1,NA,0,0
38,No,Travel_Rarely,Sales,1,#N/D,Life Sciences,1,1995,Very_High,3,High,2,Sales Executive,High,Married,4440,0,Y,No,15,High,Low,80,2,16,3,#N/D,15,NA,5,8
31,No,Travel_Rarely,Sales,2,University,Life Sciences,1,1996,Low,3,High,1,Sales Representative,High,Married,3067,0,Y,No,19,High,High,80,1,3,1,High,2,NA,1,2
38,No,Travel_Frequently,Research & Development,6,Secondary,Life Sciences,1,1997,Low,2,Medium,2,Manufacturing Director,Medium,Married,5321,2,Y,No,11,High,Very_High,80,1,10,1,#N/D,8,NA,7,7
42,No,Travel_Rarely,Research & Development,18,University,Life Sciences,1,1998,Very_High,3,High,2,Research Scientist,High,Divorced,5410,6,Y,Yes,17,High,High,80,1,9,3,#N/D,4,NA,1,2
41,No,Travel_Rarely,Research & Development,1,University,Life Sciences,1,1999,Very_High,NA,High,1,Research Scientist,High,Married,2782,3,Y,No,22,Very_High,Low,80,1,12,3,#N/D,5,NA,1,0
47,No,Non-Travel,Research & Development,1,University,Medical,1,2000,High,3,High,3,Research Director,#N/D,Married,11957,0,Y,No,18,High,Low,80,2,14,3,#N/D,13,NA,5,12
35,No,Travel_Rarely,Research & Development,11,University,Medical,1,2003,Very_High,3,High,1,Laboratory Technician,High,Married,2660,7,Y,Yes,11,High,High,80,1,5,3,#N/D,2,NA,2,2
22,No,Travel_Rarely,Research & Development,1,University,Life Sciences,1,2007,Very_High,NA,High,1,Research Scientist,High,Single,3375,0,Y,No,12,High,Very_High,80,0,4,2,High,3,NA,1,2
35,No,Travel_Rarely,Research & Development,9,University,Medical,1,2008,Medium,3,High,2,Research Scientist,High,Single,5098,1,Y,No,19,High,Medium,80,0,10,5,#N/D,10,NA,0,8
33,No,Travel_Rarely,Research & Development,15,University,Medical,1,2009,Medium,3,High,2,Healthcare Representative,High,Married,4878,0,Y,Yes,13,High,Low,80,1,10,6,#N/D,9,NA,8,1
32,No,Travel_Rarely,Research & Development,29,Secondary,Life Sciences,1,2010,High,2,Medium,1,Laboratory Technician,Medium,Single,2837,1,Y,No,13,High,High,80,0,6,3,#N/D,6,NA,4,1
40,No,Travel_Rarely,Research & Development,1,University,Life Sciences,1,2012,Low,3,High,1,Laboratory Technician,High,Married,2406,8,Y,No,19,High,High,80,2,8,3,#N/D,1,NA,0,0
32,No,Travel_Rarely,Sales,1,Secondary,Medical,1,2013,Medium,2,Medium,1,Sales Representative,Medium,Married,2269,0,Y,No,14,High,Medium,80,1,3,2,#N/D,2,NA,2,2
39,No,Travel_Rarely,Research & Development,24,University,Life Sciences,1,2014,Low,3,High,2,Research Scientist,High,Single,4108,7,Y,No,13,High,Low,80,0,18,2,#N/D,7,NA,1,7
38,No,Travel_Rarely,Research & Development,10,Primaria,Medical,1,2015,Medium,1,Low,3,Research Director,Low,Married,13206,3,Y,No,12,High,Low,80,1,20,3,#N/D,18,NA,1,11
32,No,Travel_Rarely,Sales,1,#N/D,Marketing,1,2016,High,3,High,3,Sales Executive,#N/D,Married,10422,1,Y,No,19,High,High,80,2,14,3,#N/D,14,NA,5,7
37,No,Travel_Rarely,Research & Development,10,Master,Life Sciences,1,2017,High,4,Very_High,3,Research Director,Very_High,Married,13744,1,Y,Yes,25,Very_High,Low,80,1,16,2,Very_High,16,4,6,8
25,No,Travel_Rarely,Sales,8,University,Other,1,2018,Low,3,High,2,Sales Executive,High,Divorced,4907,0,Y,Yes,22,Very_High,Medium,80,1,6,3,#N/D,5,3,0,4
52,No,Non-Travel,Sales,29,University,Life Sciences,1,2019,Low,NA,High,1,Sales Representative,High,Divorced,3482,2,Y,No,15,High,Medium,80,2,16,3,#N/D,9,3,0,0
44,No,Travel_Rarely,Research & Development,1,University,Medical,1,2020,Medium,3,High,1,Research Scientist,High,Single,2436,6,Y,Yes,12,High,High,80,0,6,2,#N/D,4,NA,1,2
21,No,Travel_Rarely,Sales,5,University,Medical,1,2021,High,3,High,1,Sales Representative,High,Single,2380,1,Y,Yes,11,High,Very_High,80,0,2,6,#N/D,2,3,1,2
39,No,Non-Travel,Research & Development,9,University,Life Sciences,1,2022,Very_High,3,High,5,Manager,High,Single,19431,2,Y,No,13,High,High,80,0,21,3,#N/D,6,NA,1,3
23,Yes,Travel_Frequently,Sales,9,University,Marketing,1,2023,Very_High,3,High,1,Sales Representative,High,Married,1790,1,Y,No,19,High,Low,80,1,1,3,#N/D,1,3,1,0
36,No,Travel_Rarely,Sales,3,Secondary,Medical,1,2024,Low,NA,Medium,3,Sales Executive,Medium,Married,7644,0,Y,No,19,High,High,80,2,10,2,#N/D,9,NA,3,4
36,No,Travel_Frequently,Research & Development,4,University,Life Sciences,1,2025,Very_High,3,High,2,Manufacturing Director,High,Divorced,5131,7,Y,No,13,High,Medium,80,3,18,3,High,4,NA,0,2
56,No,Non-Travel,Research & Development,1,University,Life Sciences,1,2026,High,3,High,2,Healthcare Representative,High,Divorced,6306,1,Y,No,21,Very_High,Low,80,1,13,2,High,13,NA,1,9
29,Yes,Travel_Rarely,Research & Development,1,University,Medical,1,2027,Low,3,High,1,Research Scientist,High,Married,4787,9,Y,Yes,14,High,Medium,80,3,4,3,High,2,NA,2,2
42,No,Travel_Rarely,Research & Development,2,University,Life Sciences,1,2031,Low,3,High,5,Manager,High,Married,18880,5,Y,No,11,High,Low,80,0,24,2,#N/D,22,NA,4,14
56,Yes,Travel_Rarely,Research & Development,7,University,Technical Degree,1,2032,Very_High,3,High,1,Laboratory Technician,High,Married,2339,8,Y,No,11,High,Very_High,80,1,14,4,#N/D,10,3,9,8
41,No,Travel_Rarely,Research & Development,28,Secondary,Life Sciences,1,2034,Low,2,Medium,4,Manufacturing Director,#N/D,Married,13570,0,Y,No,23,Very_High,High,80,1,21,3,Medium,20,NA,0,10
34,No,Travel_Rarely,Sales,28,Secondary,Marketing,1,2035,Very_High,2,Medium,2,Sales Executive,Medium,Married,6712,1,Y,No,21,Very_High,Very_High,80,2,8,2,Medium,8,NA,1,7
36,No,Non-Travel,Sales,15,Primaria,Marketing,1,2036,Very_High,1,Low,2,Sales Executive,#N/D,Divorced,5406,1,Y,No,24,Very_High,Low,80,1,15,4,#N/D,15,NA,11,11
41,No,Travel_Rarely,Sales,3,Secondary,Life Sciences,1,2037,High,2,Medium,2,Sales Executive,Medium,Divorced,8938,2,Y,No,11,High,High,80,1,14,5,Medium,5,NA,0,4
32,No,Travel_Rarely,Research & Development,2,University,Technical Degree,1,2038,Very_High,3,High,1,Research Scientist,High,Single,2439,1,Y,No,14,High,Very_High,80,0,4,4,#N/D,4,NA,1,2
35,No,Travel_Rarely,Human Resources,26,University,Life Sciences,1,2040,High,3,High,3,Human Resources,High,Single,8837,1,Y,Yes,16,High,High,80,0,9,2,#N/D,9,NA,1,7
38,No,Travel_Rarely,Sales,10,University,Life Sciences,1,2041,Low,3,High,2,Sales Executive,High,Married,5343,1,Y,No,11,High,High,80,1,10,1,#N/D,10,NA,1,9
50,Yes,Travel_Frequently,Sales,1,University,Life Sciences,1,2044,Medium,NA,High,2,Sales Executive,High,Divorced,6728,7,Y,No,12,High,Very_High,80,2,12,3,#N/D,6,NA,0,1
36,No,Travel_Rarely,Sales,11,Secondary,Marketing,1,2045,Medium,2,Medium,2,Sales Executive,Medium,Married,6652,4,Y,No,13,High,Low,80,1,8,2,Medium,6,NA,0,0
45,No,Travel_Rarely,Sales,20,University,Life Sciences,1,2046,Very_High,3,High,2,Sales Executive,High,Single,4850,8,Y,No,15,High,High,80,0,8,3,#N/D,5,NA,0,1
40,No,Travel_Rarely,Research & Development,2,Secondary,Life Sciences,1,2048,High,NA,Medium,1,Research Scientist,Medium,Single,2809,2,Y,No,14,High,Very_High,80,0,8,2,#N/D,2,NA,2,2
35,No,Travel_Frequently,Research & Development,18,University,Life Sciences,1,2049,High,NA,High,2,Healthcare Representative,#N/D,Married,5689,1,Y,Yes,14,High,Very_High,80,2,10,2,#N/D,10,NA,0,2
40,No,Travel_Rarely,Research & Development,2,University,Medical,1,2051,High,3,High,1,Research Scientist,High,Married,2001,2,Y,No,14,High,Medium,80,3,20,2,#N/D,5,3,0,2
35,No,Travel_Rarely,Research & Development,1,Primaria,Life Sciences,1,2052,High,1,Low,1,Research Scientist,Low,Married,2977,1,Y,No,12,High,Very_High,80,1,4,5,Low,4,NA,1,1
29,No,Travel_Rarely,Research & Development,13,Secondary,Other,1,2053,Very_High,2,Medium,2,Laboratory Technician,Medium,Married,4025,4,Y,Yes,13,High,Low,80,1,10,2,Medium,4,NA,0,3
29,No,Travel_Rarely,Research & Development,28,Secondary,Medical,1,2054,Very_High,2,Medium,1,Research Scientist,Medium,Single,3785,1,Y,No,14,High,Medium,80,0,5,3,#N/D,5,NA,0,4
50,Yes,Travel_Rarely,Sales,28,Secondary,Marketing,1,2055,Very_High,2,Medium,3,Sales Executive,Medium,Divorced,10854,4,Y,Yes,13,High,Medium,80,1,20,3,#N/D,3,NA,2,0
39,No,Travel_Rarely,Sales,24,Secondary,Marketing,1,2056,Medium,2,Medium,4,Sales Executive,#N/D,Married,12031,0,Y,No,11,High,Low,80,1,21,2,#N/D,20,NA,9,6
31,No,Non-Travel,Research & Development,5,University,Medical,1,2057,Medium,3,High,2,Manufacturing Director,High,Single,9936,0,Y,No,19,High,Medium,80,0,10,2,#N/D,9,3,1,7
26,No,Travel_Rarely,Sales,5,Secondary,Other,1,2060,Very_High,2,Medium,1,Sales Representative,Medium,Single,2966,0,Y,No,18,High,Very_High,80,0,5,2,Medium,4,NA,0,0
36,No,Travel_Frequently,Research & Development,23,Master,Medical,1,2061,High,4,Very_High,2,Laboratory Technician,Very_High,Married,2571,4,Y,No,17,High,High,80,1,17,3,#N/D,5,4,0,3
39,No,Travel_Rarely,Research & Development,6,Secondary,Medical,1,2062,Very_High,2,Medium,3,Healthcare Representative,Medium,Married,9991,4,Y,No,15,High,Low,80,1,9,5,#N/D,7,NA,1,7
27,No,Travel_Rarely,Research & Development,4,Master,Life Sciences,1,2064,Medium,4,Very_High,2,Manufacturing Director,Very_High,Married,6142,1,Y,Yes,20,Very_High,Medium,80,1,6,0,#N/D,6,NA,0,3
49,No,Travel_Frequently,Sales,2,Secondary,Medical,1,2065,Very_High,NA,Medium,2,Sales Executive,Medium,Married,5390,2,Y,No,14,High,Very_High,80,0,17,3,#N/D,9,NA,0,8
34,No,Travel_Rarely,Research & Development,8,#N/D,Medical,1,2068,Medium,4,Very_High,2,Laboratory Technician,Very_High,Married,4404,2,Y,No,12,High,Low,80,0,6,3,Very_High,4,NA,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
